stock,headline,source,date,time,cleaned_headline,neg,neu,pos,compound,sentiment_label
LI,"China EV Sales: Li Auto Eyes Big Quarter; Nio Cut Prices; XPeng G6, Cheaper Than Tesla Model Y, Launches",(Investor's Business Daily),Jun-29-23,04:54PM,china ev sale li auto eye big quarter nio cut price xpeng g cheaper tesla model launch,0.104,0.896,0.0,-0.2732,Negative
LI,Blink (BLNK) to Add NACS Connectors Into Entire Product Line,(Zacks),Jun-29-23,04:54PM,blink blnk add nac connector entire product line,0.0,1.0,0.0,0.0,Neutral
LI,Li Auto Inc. Sponsored ADR (LI) Gains As Market Dips: What You Should Know,(Zacks),Jun-28-23,06:15PM,li auto inc sponsored adr li gain market dip know,0.0,0.844,0.156,0.34,Positive
LI,Tesla (TSLA) NACS Connector to Become a Charging Standard,(Zacks),Jun-28-23,06:15PM,tesla tsla nac connector become charging standard,0.0,1.0,0.0,0.0,Neutral
LI,Workhorse (WKHS) Commences Production of W750 Electric Van,(Zacks),Jun-28-23,06:15PM,workhorse wkhs commences production w electric van,0.0,1.0,0.0,0.0,Neutral
LI,Ford (F) to Reduce Headcount in the United States and Canada,(Zacks),Jun-27-23,11:04AM,ford f reduce headcount united state canada,0.0,0.781,0.219,0.4215,Positive
LI,Honda (HMC) Recalls 1.2M Vehicles to Address Rear Camera Issue,(Zacks),Jun-26-23,11:07AM,honda hmc recall vehicle address rear camera issue,0.0,1.0,0.0,0.0,Neutral
LI,Stellantis (STLA) & Archer Partnership Moves to Execution Phase,(Zacks),Jun-26-23,11:07AM,stellantis stla archer partnership move execution phase,0.0,1.0,0.0,0.0,Neutral
LI,"The Zacks Analyst Blog Highlights Tesla, Li Auto, NIO and XPeng",(Zacks),Jun-23-23,05:00AM,zacks analyst blog highlight tesla li auto nio xpeng,0.0,1.0,0.0,0.0,Neutral
LI,3 Stocks to Watch as China Extends EV Tax Exemption,(Zacks),Jun-22-23,10:07AM,stock watch china extends ev tax exemption,0.0,0.842,0.158,0.128,Positive
LI,The Best EV Stock to Buy Right Now? Li Auto. Heres Why.,(InvestorPlace),Jun-22-23,10:07AM,best ev stock buy right li auto here,0.0,0.724,0.276,0.6369,Positive
LI,The Silent Dragon: Why Li Auto Is Chinas Hidden EV Gem,(InvestorPlace),Jun-22-23,10:07AM,silent dragon li auto china hidden ev gem,0.0,1.0,0.0,0.0,Neutral
RIVN,VinFast Stock Soars 109%. Its a Head-Scratcher.,(Barrons.com),Aug-22-23,05:21PM,vinfast stock soar headscratcher,0.0,1.0,0.0,0.0,Neutral
RIVN,EV Stock VinFast Is Soaring Again. It Makes No Sense.,(Barrons.com),Aug-22-23,05:21PM,ev stock vinfast soaring make sense,0.196,0.804,0.0,-0.296,Negative
RIVN,Rivian's Little-Known Competitive Advantage,(Motley Fool),Aug-22-23,05:21PM,rivians littleknown competitive advantage,0.0,0.351,0.649,0.4019,Positive
RIVN,Electric Pickups Are Upleveling The Power Of EVs,(Benzinga),Aug-21-23,11:52AM,electric pickup upleveling power ev,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Is Making Huge Strides Toward Profitability,(Motley Fool),Aug-21-23,11:52AM,rivian making huge stride toward profitability,0.0,0.532,0.468,0.5267,Positive
RIVN,What Makes Rivian Automotive (RIVN) a Prospective Investment?,(Insider Monkey),Aug-21-23,11:52AM,make rivian automotive rivn prospective investment,0.0,1.0,0.0,0.0,Neutral
RIVN,Is Rivian Stock a Buy?,(Motley Fool),Aug-20-23,06:27AM,rivian stock buy,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Is Walking a Tightrope,(Motley Fool),Aug-19-23,07:15AM,rivian walking tightrope,0.0,1.0,0.0,0.0,Neutral
RIVN,1 Green Flag for Rivian Stock Investors,(Motley Fool),Aug-19-23,07:15AM,green flag rivian stock investor,0.0,1.0,0.0,0.0,Neutral
RIVN,EVgo (EVGO) Adds Rivian's R1T and R1S Models to Autocharge+,(Zacks),Aug-17-23,12:31PM,evgo evgo add rivians rt r model autocharge,0.0,1.0,0.0,0.0,Neutral
RIVN,Is Rivian Stock A Buy Or A Sell With Tesla Launching Cheaper Model S and Model X?,(Investor's Business Daily),Aug-17-23,12:31PM,rivian stock buy sell tesla launching cheaper model model x,0.0,1.0,0.0,0.0,Neutral
RIVN,Great News for Rivian Stock Investors,(Motley Fool),Aug-17-23,12:31PM,great news rivian stock investor,0.0,0.549,0.451,0.6249,Positive
RIVN,A New EV Company Has Gone Public. Its Stock Is Worth More Than Fords.,(Barrons.com),Aug-15-23,04:16PM,new ev company gone public stock worth ford,0.0,0.863,0.137,0.2263,Positive
RIVN,Wall Street Analysts See Rivian Automotive (RIVN) as a Buy: Should You Invest?,(Zacks),Aug-15-23,04:16PM,wall street analyst see rivian automotive rivn buy invest,0.0,1.0,0.0,0.0,Neutral
RIVN,"Why Canoo, Lucid, and Rivian Stocks All Just Dropped",(Motley Fool),Aug-15-23,04:16PM,canoo lucid rivian stock dropped,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Just Had a Great Quarter. It's Still Not a Buy.,(Motley Fool),Aug-15-23,04:16PM,rivian great quarter still buy,0.0,0.661,0.339,0.6249,Positive
RIVN,A New EV Company Starts Trading Today. Its Stock Is Worth More Than Rivian.,(Barrons.com),Aug-15-23,04:16PM,new ev company start trading today stock worth rivian,0.0,0.863,0.137,0.2263,Positive
RIVN,What Rivian's Latest Improvements Really Mean For the Stock,(Motley Fool),Aug-15-23,04:16PM,rivians latest improvement really mean stock,0.0,0.777,0.223,0.3182,Positive
RIVN,"EVgo Adds Rivian to Autocharge+, Welcoming the R1S and R1T to the Growing List of Eligible Models",(Business Wire),Aug-15-23,04:16PM,evgo add rivian autocharge welcoming r rt growing list eligible model,0.0,0.765,0.235,0.5574,Positive
RIVN,Best Stocks to Buy Now: Rivian vs. Nio vs. Li vs. XPeng,(Motley Fool),Aug-15-23,04:16PM,best stock buy rivian v nio v li v xpeng,0.0,0.724,0.276,0.6369,Positive
RIVN,Tesla stock falls after slashing some Model Y prices in China,(Yahoo Finance Video),Aug-14-23,09:55AM,tesla stock fall slashing model price china,0.928,0.072,0.0,-0.9993,Negative
RIVN,3 Key Things From Rivian's Earnings Call Investors Should Know,(Motley Fool),Aug-14-23,09:55AM,key thing rivians earnings call investor know,0.0,1.0,0.0,0.0,Neutral
RIVN,Why Rivian Is a No-Brainer Growth Stock,(Motley Fool),Aug-13-23,08:45AM,rivian nobrainer growth stock,0.0,0.658,0.342,0.3818,Positive
RIVN,Can You Still Buy the Nasdaq's Best-Performing July Stocks?,(Motley Fool),Aug-13-23,08:45AM,still buy nasdaq bestperforming july stock,0.0,1.0,0.0,0.0,Neutral
RIVN,3 Top Electric Vehicle (EV) News Stories of the Week,(Motley Fool),Aug-12-23,11:25AM,top electric vehicle ev news story week,0.0,0.816,0.184,0.2023,Positive
RIVN,Should You Buy Rivian Stock on the Dip?,(Motley Fool),Aug-12-23,11:25AM,buy rivian stock dip,0.0,1.0,0.0,0.0,Neutral
RIVN,"Buy Rivian Stock, Sell Lucid, Says Broker. Both Stocks Are Down.",(Barrons.com),Aug-11-23,12:57PM,buy rivian stock sell lucid say broker stock,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian's (RIVN) Q2 Loss Narrower-Than-Expected, Sales Rise Y/Y",(Zacks),Aug-11-23,12:57PM,rivians rivn q loss narrowerthanexpected sale rise yy,0.247,0.753,0.0,-0.3182,Negative
RIVN,Rivian Seems To Have Resolved Its Biggest Money-Draining Issues,(Benzinga),Aug-11-23,12:57PM,rivian seems resolved biggest moneydraining issue,0.0,0.825,0.175,0.1779,Positive
RIVN,Why Rivian Stock Is Tumbling This Week,(Motley Fool),Aug-11-23,12:57PM,rivian stock tumbling week,0.0,1.0,0.0,0.0,Neutral
RIVN,Tech companies keep cutting their capex  and Wall Street loves it,(Yahoo Finance),Aug-11-23,12:57PM,tech company keep cutting capex wall street love,0.106,0.634,0.261,0.4939,Positive
RIVN,"Twilio upgraded, Sealed Air downgraded: Wall Street's top analyst calls",(The Fly),Aug-11-23,12:57PM,twilio upgraded sealed air downgraded wall street top analyst call,0.0,0.833,0.167,0.2023,Positive
RIVN,"Midday movers: Six Flags Entertainment, Cano Health, UBS and more",(Investing.com),Aug-11-23,12:57PM,midday mover six flag entertainment cano health ubs,0.0,0.763,0.237,0.4215,Positive
RIVN,"4 big analyst picks: Rivian raised to Outperform, price target lifted to $30",(Investing.com),Aug-11-23,12:57PM,big analyst pick rivian raised outperform price target lifted,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian CEO Opens Up About EV Charging Deal With Tesla,(Observer),Aug-10-23,02:41PM,rivian ceo open ev charging deal tesla,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rebel's Edge - August 10: $DIS, $RIVN, $WYNN, and Trevor Lawrence",(TheStreet.com),Aug-10-23,02:41PM,rebel edge august dis rivn wynn trevor lawrence,0.0,1.0,0.0,0.0,Neutral
RIVN,Is Rivian Automotive Stock a Buy Now?,(Motley Fool),Aug-10-23,02:41PM,rivian automotive stock buy,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian Stock: EV Automaker Lifts Production Forecast, Beats Earnings Estimates",(Investor's Business Daily),Aug-09-23,04:51PM,rivian stock ev automaker lift production forecast beat earnings estimate,0.0,0.6,0.4,0.7906,Positive
RIVN,Rivian on track to exceed its 2023 production forecast for electric trucks,(American City Business Journals),Aug-09-23,04:51PM,rivian track exceed production forecast electric truck,0.0,1.0,0.0,0.0,Neutral
RIVN,"These Stocks Moved the Most Today: Roblox, Upstart, DraftKings, Nvidia, and More",(Barrons.com),Aug-09-23,04:51PM,stock moved today roblox upstart draftkings nvidia,0.0,1.0,0.0,0.0,Neutral
RIVN,Why Electric Vehicle Stocks Like Lucid and Canoo Were Sinking Today,(Motley Fool),Aug-09-23,04:51PM,electric vehicle stock like lucid canoo sinking today,0.0,0.8,0.2,0.3612,Positive
RIVN,"Roblox, Nvidia, Rivian: Top Stocks",(Yahoo Finance Video),Aug-09-23,04:51PM,roblox nvidia rivian top stock,0.0,0.69,0.31,0.2023,Positive
RIVN,"Cadillac's Escalade IQ EV debuts with 450-mile range, $130K price tag",(Yahoo Finance),Aug-09-23,04:51PM,cadillacs escalade iq ev debut mile range k price tag,0.0,1.0,0.0,0.0,Neutral
RIVN,Why Rivian Plunged Today,(Motley Fool),Aug-09-23,04:51PM,rivian plunged today,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Reduces Per-Unit Losses on the Road to Profitability,(Investopedia),Aug-09-23,04:51PM,rivian reduces perunit loss road profitability,0.229,0.593,0.178,-0.1531,Negative
RIVN,Q2 2023 Rivian Automotive Inc Earnings Call,(Thomson Reuters StreetEvents),Aug-09-23,04:51PM,q rivian automotive inc earnings call,0.0,1.0,0.0,0.0,Neutral
RIVN,"These Stocks Are Moving the Most Today: Roblox, Upstart, Array, Doximity, DraftKings, Nvidia, and More",(Barrons.com),Aug-09-23,04:51PM,stock moving today roblox upstart array doximity draftkings nvidia,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Earnings Impressed Wall Street. The Stock Is Falling Anyway.,(Barrons.com),Aug-09-23,04:51PM,rivian earnings impressed wall street stock falling anyway,0.126,0.63,0.244,0.3612,Positive
RIVN,"Rivian Challenges Tesla, But an Investment Is High Reward vs High Risk",(TheStreet.com),Aug-09-23,04:51PM,rivian challenge tesla investment high reward v high risk,0.148,0.504,0.347,0.5499,Positive
RIVN,"Wendy's Q2 earnings, Rivian production, Upstart stock falls: Trending Tickers",(Yahoo Finance Video),Aug-09-23,04:51PM,wendys q earnings rivian production upstart stock fall trending ticker,0.918,0.082,0.0,-0.9993,Negative
RIVN,Rivian Earnings and Revenue Beat Estimates; 2023 Production Guidance Raised,(Motley Fool),Aug-09-23,04:51PM,rivian earnings revenue beat estimate production guidance raised,0.0,1.0,0.0,0.0,Neutral
RIVN,"Sentiment Check: Everyday Investors Shun Cyclicals, Buy Tech",(The Wall Street Journal),Aug-09-23,04:51PM,sentiment check everyday investor shun cyclicals buy tech,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian Earnings Impressed. Wall Street Is Lifting Stock Price Targets.,(Barrons.com),Aug-09-23,04:51PM,rivian earnings impressed wall street lifting stock price target,0.0,0.744,0.256,0.4767,Positive
RIVN,5 Things to Know Before Markets Open,(Investopedia),Aug-09-23,04:51PM,thing know market open,0.0,1.0,0.0,0.0,Neutral
RIVN,Disney Gets Into Gambling With ESPN. Why Investors Could Hit the Jackpot.,(Barrons.com),Aug-09-23,04:51PM,disney get gambling espn investor could hit jackpot,0.0,1.0,0.0,0.0,Neutral
RIVN,"CORRECTED-US STOCKS-Futures rise after selloff, all eyes on CPI data",(Reuters),Aug-09-23,04:51PM,correctedus stocksfutures rise selloff eye cpi data,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian lifts annual production guidance after Q2 results top estimates; analysts positive,(Investing.com),Aug-09-23,04:51PM,rivian lift annual production guidance q result top estimate analyst positive,0.0,0.649,0.351,0.6597,Positive
RIVN,Dow futures rise; Disney earnings in the spotlight,(Investing.com),Aug-09-23,04:51PM,dow future rise disney earnings spotlight,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian Automotive (RIVN) Reports Q2 Loss, Tops Revenue Estimates",(Zacks),Aug-08-23,07:05PM,rivian automotive rivn report q loss top revenue estimate,0.183,0.556,0.262,0.25,Positive
RIVN,Rivians Losses Narrow as Production Speeds Up,(The Wall Street Journal),Aug-08-23,07:05PM,rivians loss narrow production speed,0.31,0.69,0.0,-0.4019,Negative
RIVN,Rivian boosts EV production target as supply problems ease,(Financial Times),Aug-08-23,07:05PM,rivian boost ev production target supply problem ease,0.2,0.444,0.356,0.2732,Positive
RIVN,"Rivian raises production target, sees narrower loss for 2023",(Yahoo Finance),Aug-08-23,07:05PM,rivian raise production target see narrower loss,0.223,0.777,0.0,-0.3182,Negative
RIVN,Rivian Automotive: Q2 Earnings Snapshot,(AP Finance),Aug-08-23,07:05PM,rivian automotive q earnings snapshot,0.0,1.0,0.0,0.0,Neutral
RIVN,"Markets Close in Red, but Well Off Lows; LYFT, RIVN, TWLO Report",(Zacks),Aug-08-23,07:05PM,market close red well low lyft rivn twlo report,0.148,0.673,0.178,0.1154,Positive
RIVN,"Rivian Will Build 52,000 EVs This Year, More Than Planned",(Bloomberg),Aug-08-23,07:05PM,rivian build ev year planned,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian earnings, stock show they can be 'longstanding player' in EV space: Analyst",(Yahoo Finance Video),Aug-08-23,07:05PM,rivian earnings stock show longstanding player ev space analyst,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian earnings beat, boosts production outlook",(Yahoo Finance Video),Aug-08-23,07:05PM,rivian earnings beat boost production outlook,0.0,0.685,0.315,0.3182,Positive
RIVN,Rivian Raises Production Forecast as Results Surprise Wall Street,(Barrons.com),Aug-08-23,07:05PM,rivian raise production forecast result surprise wall street,0.0,0.792,0.208,0.2732,Positive
RIVN,"Rivian lifts 2023 EV production target, reassures on liquidity",(Reuters),Aug-08-23,07:05PM,rivian lift ev production target reassures liquidity,0.0,0.762,0.238,0.3612,Positive
RIVN,Rivian Releases Second Quarter 2023 Financial Results,(Business Wire),Aug-08-23,07:05PM,rivian release second quarter financial result,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivians Wounded Shorts Set for Potential Squeeze,(Bloomberg),Aug-08-23,07:05PM,rivians wounded short set potential squeeze,0.0,1.0,0.0,0.0,Neutral
RIVN,"Rivian Stock: EV Automaker's Earnings Due, After Q2 Delivery Beat",(Investor's Business Daily),Aug-08-23,07:05PM,rivian stock ev automaker earnings due q delivery beat,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivians Results Are Coming. These Numbers Matter More Than Sales or Earnings.,(Barrons.com),Aug-08-23,07:05PM,rivians result coming number matter sale earnings,0.0,0.909,0.091,0.0258,Positive
RIVN,"Lucid Group (LCID) Reports Q2 Loss, Lags Revenue Estimates",(Zacks),Aug-07-23,06:05PM,lucid group lcid report q loss lag revenue estimate,0.407,0.593,0.0,-0.5859,Negative
RIVN,"Why EV Stocks Lucid Motors, Rivian, and Nikola Plunged Today",(Motley Fool),Aug-07-23,06:05PM,ev stock lucid motor rivian nikola plunged today,0.0,1.0,0.0,0.0,Neutral
RIVN,"Disney & AMC earnings, CPI, consumer sentiment: What to watch",(Yahoo Finance Video),Aug-07-23,06:05PM,disney amc earnings cpi consumer sentiment watch,0.0,1.0,0.0,0.0,Neutral
RIVN,Why Earnings Season Could Be Great for Rivian Automotive (RIVN),(Zacks),Aug-07-23,06:05PM,earnings season could great rivian automotive rivn,0.0,0.687,0.313,0.6249,Positive
RIVN,"10 Best EV, Battery and Autonomous Driving ETFs",(Insider Monkey),Aug-06-23,06:22PM,best ev battery autonomous driving etf,0.0,0.625,0.375,0.6369,Positive
RIVN,"Disney & Lyft earnings, inflation data: What to watch next week",(Yahoo Finance Video),Aug-04-23,05:13PM,disney lyft earnings inflation data watch next week,0.0,1.0,0.0,0.0,Neutral
RIVN,"Tesla's Stock Top Stories: Tesla Faces Off Against Rivian, Legal Challenges, and Eyes India for Expansion",(Benzinga),Aug-04-23,05:13PM,tesla stock top story tesla face rivian legal challenge eye india expansion,0.0,0.739,0.261,0.3818,Positive
RIVN,Could This Be Rivian's Biggest Threat Right Now?,(Motley Fool),Aug-04-23,05:13PM,could rivians biggest threat right,0.327,0.673,0.0,-0.5267,Negative
RIVN,3 Red Flags for Rivian,(Motley Fool),Aug-04-23,05:13PM,red flag rivian,0.0,1.0,0.0,0.0,Neutral
RIVN,Great News for Tesla Stock and Rivian Stock Investors as Ford Sends a Message,(Motley Fool),Aug-04-23,05:13PM,great news tesla stock rivian stock investor ford sends message,0.0,0.745,0.255,0.6249,Positive
RIVN,Nikola (NKLA) to Report Q2 Earnings: Here's What to Expect,(Zacks),Aug-03-23,12:37PM,nikola nkla report q earnings here expect,0.0,1.0,0.0,0.0,Neutral
RIVN,Is Rivian Stock about to Pop to $40?,(Motley Fool),Aug-03-23,12:37PM,rivian stock pop,0.0,1.0,0.0,0.0,Neutral
RIVN,CrowdStrike and The Estee Lauder Companies have been highlighted as Zacks Bull and Bear of the Day,(Zacks),Aug-03-23,12:37PM,crowdstrike estee lauder company highlighted zacks bull bear day,0.0,1.0,0.0,0.0,Neutral
RIVN,John Krafcik Joins Rivians Board of Directors,(Business Wire),Aug-02-23,04:07PM,john krafcik join rivians board director,0.0,1.0,0.0,0.0,Neutral
RIVN,Why Rivian Stock Sank Today,(Motley Fool),Aug-02-23,04:07PM,rivian stock sank today,0.0,1.0,0.0,0.0,Neutral
RIVN,3 Auto Stocks Set to Outpace Estimates This Earnings Season,(Zacks),Aug-02-23,04:07PM,auto stock set outpace estimate earnings season,0.0,1.0,0.0,0.0,Neutral
RIVN,Best Growth Stock: Rivian Stock vs. Plug Power Stock,(Motley Fool),Aug-02-23,04:07PM,best growth stock rivian stock v plug power stock,0.0,0.507,0.493,0.7783,Positive
RIVN,4 big analyst cuts: Rivian trimmed on valuation and stepped-up competition,(Investing.com),Aug-02-23,04:07PM,big analyst cut rivian trimmed valuation steppedup competition,0.196,0.804,0.0,-0.296,Negative
RIVN,Why Rivian Stock Is Racing Lower Today,(Motley Fool),Aug-01-23,01:17PM,rivian stock racing lower today,0.268,0.732,0.0,-0.296,Negative
RIVN,Lucid (LCID) to Report Q2 Earnings: Here's What to Expect,(Zacks),Aug-01-23,01:17PM,lucid lcid report q earnings here expect,0.0,1.0,0.0,0.0,Neutral
RIVN,Rivian (RIVN) to Report Q2 Earnings: What's in the Cards?,(Zacks),Aug-01-23,01:17PM,rivian rivn report q earnings whats card,0.0,1.0,0.0,0.0,Neutral
RIVN,"Goldman Sachs upgraded, Rivian downgraded: Wall Street's top analyst calls",(The Fly),Aug-01-23,01:17PM,goldman sachs upgraded rivian downgraded wall street top analyst call,0.0,0.833,0.167,0.2023,Positive
RIVN,Rivian names Alan Hoffman as Chief Policy Officer,(Business Wire),Jul-31-23,09:00AM,rivian name alan hoffman chief policy officer,0.0,1.0,0.0,0.0,Neutral
RIVN,How Smart Money Is Playing The $700 Billion EV Boom,(Oilprice.com),Jul-30-23,08:00PM,smart money playing billion ev boom,0.0,0.64,0.36,0.5423,Positive
RIVN,"12 Best Energy ETFs: Top Oil, Gas and Renewable Energy Funds",(Insider Monkey),Jul-29-23,11:05AM,best energy etf top oil gas renewable energy fund,0.0,0.407,0.593,0.8481,Positive
RIVN,Will Tesla's Price Cuts Kill Rivian's Rally?,(Motley Fool),Jul-29-23,11:05AM,tesla price cut kill rivians rally,0.58,0.42,0.0,-0.7845,Negative
RIVN,Tesla Rolls Out the Cybertruck. Is Rivian Finished?,(Motley Fool),Jul-29-23,11:05AM,tesla roll cybertruck rivian finished,0.0,1.0,0.0,0.0,Neutral
XPEV,XPeng Stock Soars Above Key Level Amid Hopes For Earlier Profitability,(Investor's Business Daily),Aug-21-23,04:54PM,xpeng stock soar key level amid hope earlier profitability,0.0,0.647,0.353,0.5994,Positive
XPEV,XPeng Inc. (NYSE:XPEV) Q2 2023 Earnings Call Transcript,(Insider Monkey),Aug-21-23,04:54PM,xpeng inc nysexpev q earnings call transcript,0.0,1.0,0.0,0.0,Neutral
XPEV,XPeng stock upgraded by BofA analyst on Volkswagen partnership,(Yahoo Finance Video),Aug-21-23,04:54PM,xpeng stock upgraded bofa analyst volkswagen partnership,0.0,1.0,0.0,0.0,Neutral
XPEV,XPeng Stock Surges on Upgrade. Positive Free Cash Flow Is in Sight.,(Barrons.com),Aug-21-23,04:54PM,xpeng stock surge upgrade positive free cash flow sight,0.0,0.592,0.408,0.7845,Positive
XPEV,"XPeng Soars To Regain Key Level, Rebounding From Earnings Slide",(Investor's Business Daily),Aug-21-23,04:54PM,xpeng soar regain key level rebounding earnings slide,0.0,1.0,0.0,0.0,Neutral
XPEV,"XPeng Soars Off Key Level, Rebounding From Post-Earnings Slide",(Investor's Business Daily),Aug-21-23,04:54PM,xpeng soar key level rebounding postearnings slide,0.0,1.0,0.0,0.0,Neutral
XPEV,"XPeng upgraded, Napco downgraded: Wall Street's top analyst calls",(The Fly),Aug-21-23,04:54PM,xpeng upgraded napco downgraded wall street top analyst call,0.0,0.816,0.184,0.2023,Positive
XPEV,"4 big analyst picks: BofA now bullish on EV maker XPeng, propelling shares higher",(Investing.com),Aug-21-23,04:54PM,big analyst pick bofa bullish ev maker xpeng propelling share higher,0.0,0.845,0.155,0.296,Positive
XPEV,Analyst Report: XPeng Inc.,(Morningstar Research),Aug-20-23,11:47PM,analyst report xpeng inc,0.0,1.0,0.0,0.0,Neutral
XPEV,"EV maker Xpeng expects jump in 3Q deliveries as its semi-autonomous SUV takes off, after posting wider loss",(South China Morning Post),Aug-19-23,05:30AM,ev maker xpeng expects jump q delivery semiautonomous suv take posting wider loss,0.119,0.881,0.0,-0.3182,Negative
XPEV,Q2 2023 Xpeng Inc Earnings Call,(Thomson Reuters StreetEvents),Aug-19-23,05:30AM,q xpeng inc earnings call,0.0,1.0,0.0,0.0,Neutral
XPEV,XPeng (XPEV) Q2 2023 Earnings Call Transcript,(Motley Fool),Aug-18-23,05:00PM,xpeng xpev q earnings call transcript,0.0,1.0,0.0,0.0,Neutral
XPEV,"XPeng Earnings Miss, But Its Tesla Model Y Rival In China Is 'Turbocharging' Sales",(Investor's Business Daily),Aug-18-23,05:00PM,xpeng earnings miss tesla model rival china turbocharging sale,0.098,0.902,0.0,-0.0772,Negative
XPEV,These Are The 5 Best EV Stocks To Buy And Watch Now,(Investor's Business Daily),Aug-18-23,05:00PM,best ev stock buy watch,0.0,0.704,0.296,0.6369,Positive
XPEV,XPeng Earnings Miss But Its Tesla Model Y Rival In China Is 'Turbocharging' Sales,(Investor's Business Daily),Aug-18-23,05:00PM,xpeng earnings miss tesla model rival china turbocharging sale,0.098,0.902,0.0,-0.0772,Negative
XPEV,XPeng Stock Tumbles. Something Other Than Earnings Is Leading It Lower.,(Barrons.com),Aug-18-23,05:00PM,xpeng stock tumble something earnings leading lower,0.18,0.82,0.0,-0.296,Negative
XPEV,XPeng Succumbed To Tesla's Price War But Rising Deliveries Provide Hints Of Recovery,(Benzinga),Aug-18-23,05:00PM,xpeng succumbed tesla price war rising delivery provide hint recovery,0.17,0.83,0.0,-0.3506,Negative
XPEV,Shares Of Chinese EV Maker Xpeng Slide on Earnings Loss,(Investopedia),Aug-18-23,05:00PM,share chinese ev maker xpeng slide earnings loss,0.184,0.64,0.176,-0.0258,Negative
XPEV,"XPeng Is Falling, but Here's Friday's Hardest-Hit Stock",(Motley Fool),Aug-18-23,05:00PM,xpeng falling here friday hardesthit stock,0.157,0.843,0.0,-0.0772,Negative
XPEV,"Midday movers: Ross Stores, Applied Materials, Deere and more",(Investing.com),Aug-18-23,05:00PM,midday mover ross store applied material deere,0.0,1.0,0.0,0.0,Neutral
XPEV,5 Things to Know Before Markets Open,(Investopedia),Aug-18-23,05:00PM,thing know market open,0.0,1.0,0.0,0.0,Neutral
XPEV,"XPeng Earnings Miss, But EV Startup Sees Q3 Delivery Surge. The Stock Is Falling Anyway.",(Investor's Business Daily),Aug-18-23,05:00PM,xpeng earnings miss ev startup see q delivery surge stock falling anyway,0.198,0.802,0.0,-0.296,Negative
XPEV,XPengs Second-Quarter Net Loss Widened on Sales Slump,(The Wall Street Journal),Aug-18-23,05:00PM,xpengs secondquarter net loss widened sale slump,0.247,0.753,0.0,-0.3182,Negative
XPEV,XPeng Stock Tumbles on Wider-Than-Expected Loss,(Barrons.com),Aug-18-23,05:00PM,xpeng stock tumble widerthanexpected loss,0.315,0.685,0.0,-0.3182,Negative
XPEV,XPENG Reports Second Quarter 2023 Unaudited Financial Results,(Business Wire),Aug-18-23,05:00PM,xpeng report second quarter unaudited financial result,0.0,1.0,0.0,0.0,Neutral
XPEV,XPengs Earnings Should Be Wild. Theyll Matter for Tesla.,(Barrons.com),Aug-17-23,05:19PM,xpengs earnings wild theyll matter tesla,0.0,0.879,0.121,0.0258,Positive
XPEV,"XPeng Earnings Due. This Is Key As China Slows, Tesla Chops Prices.",(Investor's Business Daily),Aug-17-23,05:19PM,xpeng earnings due key china slows tesla chop price,0.0,1.0,0.0,0.0,Neutral
XPEV,VinFast Stock Falls for Second Day; Chinese EV Shares Rise,(The Wall Street Journal),Aug-17-23,05:19PM,vinfast stock fall second day chinese ev share rise,0.908,0.072,0.02,-0.9992,Negative
XPEV,VinFast Stock Plunges After EV Maker's Blockbuster Nasdaq Debut,(The Wall Street Journal),Aug-16-23,09:52AM,vinfast stock plunge ev maker blockbuster nasdaq debut,0.0,0.672,0.328,0.5994,Positive
XPEV,Best Stocks to Buy Now: Rivian vs. Nio vs. Li vs. XPeng,(Motley Fool),Aug-15-23,05:30AM,best stock buy rivian v nio v li v xpeng,0.0,0.724,0.276,0.6369,Positive
XPEV,"Tesla Stock Falls After China Price Cuts, Local EV Rivals Also Drop",(The Wall Street Journal),Aug-14-23,12:55PM,tesla stock fall china price cut local ev rival also drop,0.921,0.079,0.0,-0.9993,Negative
XPEV,CORRECTING and REPLACING Premium EV Manufacturer XPENG Chooses ACCESS To Provide In-Vehicle Infotainment,(Business Wire),Aug-14-23,12:55PM,correcting replacing premium ev manufacturer xpeng chooses access provide invehicle infotainment,0.0,1.0,0.0,0.0,Neutral
XPEV,"Tesla Stock Falls on China Price Cuts, Local EV Rivals Also Drop",(The Wall Street Journal),Aug-14-23,12:55PM,tesla stock fall china price cut local ev rival also drop,0.921,0.079,0.0,-0.9993,Negative
