stock,headline,source,date,time
XPEV,"UPDATE 2-Volkswagen buys Xpeng stake, partners with SAIC to boost China EV lineup",(Reuters),Jul-26-23,04:30PM
XPEV,XPENG and the Volkswagen Group Announce Entry into Framework Agreement on Strategic Technical Collaboration and Strategic Minority Investment by the Volkswagen Group in XPENG,(Business Wire),Jul-26-23,04:30PM
XPEV,"Volkswagen to expand China line-up with Xpeng, SAIC partnerships",(Reuters),Jul-26-23,04:30PM
XPEV,Analyst Report: XPeng Inc.,(Morningstar Research),Jul-24-23,06:52PM
XPEV,4 big analyst cuts: Carvana downgraded again despite impressive Q2 results,(Investing.com),Jul-21-23,02:26AM
XPEV,XPeng Inc. Sponsored ADR (XPEV) Gains As Market Dips: What You Should Know,(Zacks),Jul-20-23,06:00PM
XPEV,"Tesla stock is worth only $85 after gross margin whiff, analyst says: Wall Street reacts",(Yahoo Finance),Jul-20-23,06:00PM
XPEV,An Intrinsic Calculation For XPeng Inc. (NYSE:XPEV) Suggests It's 46% Undervalued,(Simply Wall St.),Jul-18-23,09:55AM
XPEV,Best EV Stocks: Nio vs. XPeng vs. Li Auto,(Motley Fool),Jul-17-23,07:03PM
XPEV,3 Flying Car Stocks for Getting Rich in 2023,(InvestorPlace),Jul-17-23,07:03PM
XPEV,XPeng Inc. Sponsored ADR (XPEV) Dips More Than Broader Markets: What You Should Know,(Zacks),Jul-14-23,06:00PM
XPEV,Ray Dalios China Stocks,(Insider Monkey),Jul-14-23,06:00PM
XPEV,Nio Stock Eyes Return To Glory. Its EV Sales Are Set To Accelerate.,(Investor's Business Daily),Jul-12-23,04:15PM
XPEV,LI Stock Prediction: Li Auto Will Be a Vehicle for Profits in H2 2023,(InvestorPlace),Jul-11-23,07:31AM
XPEV,XPeng's Model Y Rival Hits The Road. This Will Be Key As EV Startup Makes 'Last Stand.',(Investor's Business Daily),Jul-10-23,04:21PM
XPEV,3 Energy Stocks That AI Predicts Will Deliver Triple-Digit Returns in 2023,(InvestorPlace),Jul-10-23,04:21PM
XPEV,"Tesla, Ford, GM report hefty deliveries; shareholders vs. Rivian: This week in EVs",(Investing.com),Jul-09-23,02:35AM
LCID,"Lucid CEO: Air EV price cuts 'well received,' Gravity SUV reveal set for November",(Yahoo Finance),Aug-22-23,01:25PM
LCID,"Lucid returning to original price structure, CEO explains",(Yahoo Finance Video),Aug-22-23,01:25PM
LCID,Tesla Alums Win Big in Green Energy Bonanza,(The Wall Street Journal),Aug-15-23,05:30AM
LCID,Tesla stock falls after slashing some Model Y prices in China,(Yahoo Finance Video),Aug-14-23,09:55AM
LCID,"Sentiment Check: Everyday Investors Shun Cyclicals, Buy Tech",(The Wall Street Journal),Aug-09-23,09:13AM
LCID,Rivians Losses Narrow as Production Speeds Up,(The Wall Street Journal),Aug-08-23,06:41PM
LCID,"Rivian raises production target, sees narrower loss for 2023",(Yahoo Finance),Aug-08-23,06:41PM
LCID,"Lucid stock rises despite earnings miss, unveils Air Sapphire: Trending Ticker",(Yahoo Finance Video),Aug-08-23,06:41PM
LCID,Lucid Announces Final Production Specifications for the Lucid Air Sapphire: The World's First Luxury Electric Super-Sports Sedan,(PR Newswire),Aug-08-23,06:41PM
LCID,Shares of EV Maker Lucid Are in the Red. Earnings Missed.,(Barrons.com),Aug-08-23,06:41PM
LCID,Lucid Misses Earnings Estimates. Share Rise Anyway.,(Barrons.com),Aug-07-23,06:22PM
LCID,"Paramount Global, Lucid Group, Beyond Meat, Chegg: After-hours movers",(Yahoo Finance Video),Aug-07-23,06:22PM
LCID,"Lucid earnings: EV maker reports Q2 revenue, earnings miss; reiterates Gravity SUV on track",(Yahoo Finance),Aug-07-23,06:22PM
LCID,"Lucid Announces Second Quarter 2023 Financial Results, On Track for Annual Production Guidance of More Than 10,000 Vehicles",(PR Newswire),Aug-07-23,06:22PM
LCID,Lucid slashes prices of Air EVs as Q2 earnings loom,(Yahoo Finance),Aug-07-23,06:22PM
LCID,"Disney & AMC earnings, CPI, consumer sentiment: What to watch",(Yahoo Finance Video),Aug-07-23,06:22PM
LCID,"Disney & Lyft earnings, inflation data: What to watch next week",(Yahoo Finance Video),Aug-04-23,05:13PM
LCID,Steer Clear of Lucid Stock or Brace Yourself for Serious Portfolio Pain,(InvestorPlace),Jul-21-23,06:25AM
LCID,Lucid board member on EV competition: We're not targeting Tesla,(Yahoo Finance),Jul-18-23,09:37AM
LCID,The new China has arrived and companies need to adjust: Former Dow CEO,(Yahoo Finance Video),Jul-17-23,04:13PM
LCID,"Tesla, Lucid Stocks Rise; Ford Shares Fall",(The Wall Street Journal),Jul-17-23,04:13PM
LCID,Tesla Stock Rises; Ford Shares Fall,(The Wall Street Journal),Jul-17-23,04:13PM
LCID,"Tesla Stock Rises, Ford Shares Fall",(The Wall Street Journal),Jul-17-23,04:13PM
LCID,Lucid stock plummets after missing on Q2 EV delivery estimates,(Yahoo Finance Video),Jul-12-23,04:49PM
LCID,Lucid Electric Vehicle Deliveries Fall Short of Estimates and Shares Sink,(Investopedia),Jul-12-23,04:49PM
LCID,"Stocks to Watch Wednesday: Domino's, Coty, Activision, Lucid",(The Wall Street Journal),Jul-12-23,04:49PM
LCID,Lucid stock tumbles as EV maker misses on Q2 deliveries,(Yahoo Finance),Jul-12-23,04:49PM
LCID,Lucid Veers Off Course,(The Wall Street Journal),Jul-12-23,04:49PM
LCID,"Lucid Announces Q2 Production & Deliveries, Sets Date for Second Quarter 2023 Results",(PR Newswire),Jul-12-23,04:49PM
LCID,"Stocks to Watch Monday: Tesla, Rivian, AstraZeneca",(The Wall Street Journal),Jul-03-23,12:37PM
LCID,Tesla Stock Jumps as Price Cuts Juice Deliveries; Other EV Makers Rally,(The Wall Street Journal),Jul-03-23,12:37PM
LCID,One Big Bet: Traders Love Rivianand Other Electric-Car Makers,(The Wall Street Journal),Jul-03-23,12:37PM
LCID,Tesla Stock Jumps After Price-Cut Strategy Juices Deliveries; EV Makers Rally,(The Wall Street Journal),Jul-03-23,12:37PM
LCID,Lordstown Motors files for bankruptcy: Why there could be more consolidation in the EV space,(Yahoo Finance Video),Jun-27-23,04:29PM
LCID,Lordstown bankruptcy points to EV hype that didn't deliver,(Yahoo Finance),Jun-27-23,04:29PM
LCID,Tesla Leads Surge in Battered Clean-Energy Stocks,(The Wall Street Journal),Jun-26-23,05:01PM
LCID,"Aston Martin, Lucid reach EV tech deal, stocks soar",(Yahoo Finance),Jun-26-23,05:01PM
LCID,Lucid Stock Jumps on Aston Martin Electric-Vehicle Partnership,(The Wall Street Journal),Jun-26-23,05:01PM
LCID,Traders Pounce on Lucid Stock After EV-Partnership With Aston Martin,(The Wall Street Journal),Jun-26-23,05:01PM
LCID,Lucid strikes EV technology deal with Aston Martin,(Yahoo Finance Video),Jun-26-23,05:01PM
LCID,Do Tesla downgrades matter?,(Yahoo Finance Video),Jun-26-23,05:01PM
LCID,Lucid Revs Up Aston Martins EV Plans,(The Wall Street Journal),Jun-26-23,05:01PM
LCID,Lucid stock jumps on EV partnership with Aston Martin,(Yahoo Finance Video),Jun-26-23,05:01PM
LCID,Lucid's World-Leading Electric Powertrain Technology Propels Aston Martin to a Bold Electric Future,(PR Newswire),Jun-26-23,05:01PM
LCID,Lucid's World-Leading Electric Powertrain Technology Propels Aston Martin to a Bold Electric Future,(CNW Group),Jun-26-23,05:01PM
LCID,Why LCID Stock Investors Need to Buckle Up or Get Out Now,(InvestorPlace),Jun-13-23,06:00AM
LCID,Carvana & Lucid shares rise: Top tickers,(Yahoo Finance Video),Jun-08-23,04:26PM
LCID,Lucid stock rises on plans to join China's EV market: Report,(Yahoo Finance Video),Jun-08-23,04:26PM
LCID,439 Million Reasons NOT to Buy Lucid Stock,(InvestorPlace),Jun-06-23,06:00AM
LCID,"Buy Alphabet & Jefferies, avoid American Airlines & Lucid: Strategist",(Yahoo Finance Video),Jun-05-23,03:42PM
LCID,Steer Clear of Lucid Stock Even as Big Players Make Bold Bets,(InvestorPlace),Jun-02-23,11:42AM
LCID,"Lucid, C3.ai, Retail stocks: Thursday's trending tickers",(Yahoo Finance Video),Jun-01-23,04:39PM
LCID,"Lucid Group, Inc. Announces Pricing of Public Offering of Common Stock and Corresponding Investment by an Affiliate of PIF for Aggregate Gross Proceeds of Approximately $3.0 Billion",(PR Newswire),May-31-23,09:12PM
LCID,"Lucid Group, Inc. Announces Public Offering of Common Stock and Corresponding Investment by an Affiliate of PIF for Aggregate Expected Gross Proceeds of Approximately $3.0 Billion",(PR Newswire),May-31-23,09:12PM
LCID,EV startups will have to 'race to catch Tesla' in maturing EV market: Expert,(Yahoo Finance Video),May-12-23,12:11PM
LCID,EV Startups Are Proving Warren Buffett Right,(The Wall Street Journal),May-11-23,01:16PM
LCID,Lucid Motors Announces Andrea Soriani as Vice President of Marketing,(PR Newswire),May-09-23,09:00AM
LCID,Tesla analyst: 'We don't think that this is the floor' for price cuts,(Yahoo Finance Video),May-08-23,05:54PM
LCID,"Stocks moving in after hours: PayPal, Palantir, Lucid",(Yahoo Finance Video),May-08-23,05:54PM
LCID,"Rivian has structural, demand challenges to overcome 'to unlock real value' of the EV stock: Analyst",(Yahoo Finance Video),May-08-23,05:54PM
LCID,"Lucid earnings: EV-maker reports revenue, profit miss; targets 10,000 units produced this year",(Yahoo Finance),May-08-23,05:54PM
LCID,Lucid Announces First Quarter 2023 Financial Results,(PR Newswire),May-08-23,05:54PM
LCID,Dont Count on a Comeback for Lucid Stock,(InvestorPlace),Apr-28-23,06:00AM
LCID,Lucid begins testing on its 'Gravity' All-Electric SUV,(Yahoo Finance Video),Apr-25-23,04:37PM
LCID,Lucid's Upcoming Gravity Luxury Electric SUV Hits the Road in Latest Phase of Development and Testing,(PR Newswire),Apr-25-23,04:37PM
LCID,"Lucid Announces New Board Members, Sherif Marakby, Chabi Nouri, and Ori Winitzer",(PR Newswire),Apr-24-23,01:00PM
LCID,2023 Lucid Air Touring: A Much Maligned EV Deserves a Second Look,(The Wall Street Journal),Apr-20-23,04:30PM
LCID,The Power of the Dark Side; Lucid Begins Deliveries of 'Stealth Appearance' Darkened Exterior Design Theme,(PR Newswire),Apr-20-23,04:30PM
LCID,Lucid Joins the United Nations Global Compact,(PR Newswire),Apr-19-23,09:00AM
LCID,Uh-Oh. The Situation With Lucid Stock Has Gone From Bad to Worse.,(InvestorPlace),Apr-19-23,09:00AM
LCID,Lucid Air Grand Touring: A phenomenal EV that shows the future is here,(Yahoo Finance),Apr-16-23,11:01AM
LCID,Don't want a Tesla? Here are your top 5 EV options,(Yahoo Finance),Apr-15-23,01:20PM
LCID,The top non-Tesla EVs for consumers,(Yahoo Finance Video),Apr-14-23,04:26PM
LCID,"Lucid stock slides as EV deliveries slip, Marathon Digital rallies as bitcoin rises above $30,000",(Yahoo Finance Video),Apr-14-23,04:26PM
LCID,"Bank stocks rally following earnings data, tech under pressure",(Yahoo Finance Video),Apr-14-23,04:26PM
LCID,"Another EV Start-up Has Cash, Production Problems.  Its Stock Is Diving.",(Barrons.com),Apr-14-23,04:26PM
LCID,"Lucid Announces Q1 Production & Deliveries, Sets Date for First Quarter 2023 Results",(PR Newswire),Apr-13-23,04:05PM
LCID,"Lucid Announces the 2023 'Dream Ahead Tour,' an Opportunity to Drive the Award-Winning Lucid Air in 40+ U.S. Cities",(PR Newswire),Apr-13-23,04:05PM
LCID,Road Test: The Lucid Air Grand Touring Performance,(Yahoo Finance Video),Apr-11-23,04:52PM
LCID,Lucid Air Wins 2023 World Luxury Car of the Year,(PR Newswire),Apr-05-23,01:54PM
LCID,"Lucid Stock: A High-Risk, High-Reward EV Play",(TipRanks),Mar-30-23,03:52PM
LCID,Lucid Group Stock Extends Rout Amid Layoff Plans,(Schaeffer's Investment Research),Mar-29-23,01:41PM
LCID,"EV Startup Lucid Slashes 18% of Workforce, Cuts Include Executives",(The Wall Street Journal),Mar-28-23,05:28PM
LCID,"EV Startup Lucid Cuts 18% of Workforce, Including Some Executives",(The Wall Street Journal),Mar-28-23,05:28PM
LCID,"Sorry, LCID Stock Investors. Dont Expect Much From Lucid.",(InvestorPlace),Mar-28-23,05:28PM
LCID,Lucid recalls Air sedans over power loss risks,(Yahoo Finance Video),Mar-27-23,04:33PM
LCID,"Doug DeMuro talks Cars & Bids, Teslas competition, and why analog cars are the next big bet",(Yahoo Finance),Mar-18-23,01:59PM
LCID,"Lucid Opens New Retail Studio Location in California, at The Village at Corte Madera in Marin County",(PR Newswire),Mar-17-23,09:00AM
LCID,Lucid Stock Investors Need to Buckle Up for a Bumpy Ride,(InvestorPlace),Mar-07-23,06:00AM
LCID,EV Startups Brace for Another Tough Year as Cash Dwindles,(The Wall Street Journal),Mar-06-23,04:32PM
LCID,Ford's 'balanced' electric bet faces crucial 2023 as restructuring takes hold,(Yahoo Finance),Mar-05-23,10:24AM
LCID,Is Lucid (LCID) Stock a Buy? Heres My Call.,(InvestorPlace),Feb-27-23,11:52AM
LCID,"Move Over EVs, Hybrids Are Hot in China",(The Wall Street Journal),Feb-27-23,11:52AM
LCID,"Biggest takeaways from the automotive, EV industry this earnings season",(Yahoo Finance Video),Feb-23-23,04:17PM
LCID,"EV Stocks Fall After Lucid Cuts Production Target, Lordstown Component Issues",(The Wall Street Journal),Feb-23-23,04:17PM
LCID,Lucid stock declines after missing on Q4 revenue estimates,(Yahoo Finance Video),Feb-23-23,04:17PM
LCID,EV Startups Have a New Bottleneck: Demand,(The Wall Street Journal),Feb-23-23,04:17PM
LCID,EV Startup Lucid Aims to Nearly Double Production in 2023,(The Wall Street Journal),Feb-22-23,09:14PM
LCID,"Yahoo Finance Trending Tickers: Nvidia, Lucid, Etsy, Bumble",(Yahoo Finance),Feb-22-23,09:14PM
LCID,"Stocks moving in after-hours: Nvidia, Lucid, Etsy, Bumble",(Yahoo Finance),Feb-22-23,09:14PM
